orig	translated
"men I heard of in the Port , """""""" he said , breathing hard . """""""" M'Laughlin , the trooper , told me about them ... and that I had best look out for them up here . There was no telling what they might do , he said -- a desperate pair -- would stop at nothing . I am not sure that I 'd better not send Johnson back to tell him that they 've been here and that-- """""""" """""""" You would not do that , Donald ? """""""" """""""" Why not ? """""""" His voice , the suppressed rage of it , was a shock to her . """""""" A man can not leave his home in safety with these sort of men about ... and it is the duty of every honest man to deal as he would be dealt by . You 're a clever woman , and no harm has come to you by them ... but there are other women who might not be so clever . """""""" """""""" But they were not bad men , Donald ; one of them was sick , and the other-- """""""" """""""" It would be a good thing too , being new in the district , to stand well with the police , """""""" he continued doggedly , """""""" and if they were here , those two , they would either make back for the Port , or the Wirree , or try to get to Middleton 's . If they 're on foot , as ye say , they could not go fast , and M'Laughlin with horses could catch them up in a day or two . Which way did they go ? """""""" Mary turned her head away . A sick feeling of grief and disappointment overcame her . His eyes covered the averted curve of her face and the line of her neck . """""""" Which way did they go ? """""""" he asked , thickly . """""""" Donald , """""""" she turned to him . """""""" I promised not to send anyone after them . You know , and I know , that lots of men have been sent out for things that were not crimes at all , and-- """""""" """""""" You know and you will not tell me ? """""""" he asked harshly , as though he had not heard . """""""" Yes , """""""" she cried . He took her by the shoulder . His arm trembled . """""""" I have stood this sort of thing long enough , """""""" he said . """""""" On the ship and in Melbourne it was the same . You were always doing such things , feeding , or giving your clothes to filthy , ailing gaol - birds and whiners . I have told you , you could not afford to do it . No respectable woman can afford to , in a country where every second woman has the"	""""""""" """""""" """""""" """""""" """""""" """""""" """""""" """""""" """""""" """""""" """""""" """""""" """""""" """""""" """""""" """""""" """""""" """""""" """""""" """""""" """""""" """""""" """""""" """""""" """""""" """""""" """""""" """""""" """""""" , """""""" """""""""" """""""""" """""""" """""""""" """""""""" """""""""" """""""" """""""""" """""""""" """""""" """""""""""" """""""""""" """""""""" """""""" """""""""""" """""""""""" """""""""" """""""""""" """""""" """""""" """""""" """""""" """""" """""""" """""" """""""" """""""" """""" """""""" """""""" """""""" """""""" """""""" """""""" """""""" """""""" """""""" """""""" """""""" """""""" """""""" """""""" """""""" """""""""" """""""" """""""" """""""""" """""""""" """""""" """""""""" """""""""" """""""""" """""""""" """""" """""""" """""""" """""""" """""""" """""""" """""""""" """""""""" """""""""" """""""""" """""""""" """""""" """""""" """""""""" """""""" """""""""" """""""""" """""""" """""""""" """""""""" """""""" """""""""""" """""""""" """""""""" """""""""" """""""""" """""""""""" """""""""" """""""""" """""""""" """""""""" """""""""" """""""""
keep it from dropping off , though hers were the large - knuckled fingers of the generous and resourceful nature . It was to see much of life , that ring . She longed to say to him , “ Where do you belong , Gay ? Who are you ? Do n't tell me you 're a Ravenal . That is n't a profession , is it ? You ca n't live on that . ” But she knew it was useless . There was a strange deep streak of the secretive in him ; baffling , mystifying . Questioned , he would say nothing . It was not a moody silence , or a resentful one . He simply would not speak . She had learned not to ask . “ We ca n't go away now , Gay dear . I ca n't go . You do n't want to go without me , do you ? You would n't leave me ! Maybe next winter , after the boat 's put up , we can go to St. Louis , or even New Orleans — that would be nice , would n't it ? The winter in New Orleans . ” One of his silences . He never had any money — that is , he never had it for long . It vanished . He would have one hundred dollars . He would go ashore at some sizable town and return with five hundred — a thousand . “ Got into a little game with some of the boys , ” he would explain , cheerfully . And give her three hundred of it , four hundred , five . “ Buy yourself a dress , Nola . Something rich , with a hat to match . You 're too pretty to wear those homemade things you 're always messing with . ” Some woman wisdom in her told her to put by a portion of these sums . She got into the habit of tucking away ten dollars , twenty , fifty . At times she reproached herself for this ; called it disloyal , sneaking , underhand . When she heard him say , as he frequently did , “ I 'm strapped . If I had fifty dollars I could turn a trick that would make five hundred out of it . You have n't got fifty , have you , Nola ? No , of course not . ” She wanted then to give him every cent of her tiny hoard . It was the tenuous strain of her mother in her , doubtless — the pale thread of the Parthy in her make - up — that caused her to listen to an inner voice . “ Do n't do it , ” whispered the voice , nudging her , “ keep it . You 'll need it badly by and by . ” It did not take many months	. . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . .
throat , and Peter , looking at her , saw that her eyes were cast down . “ I know I 'm not very much to love , ” he pleaded . “ I 'm poor and obscure -- I'm not good looking-- ” “ Oh , it is n't that ! ” she cried , “ Oh , no , no ! Why should I think about such things ? You are a comrade ! ” Peter had known , of course , just how she would take this line of talk . “ Nobody has ever loved me , ” he said , sadly . “ Nobody cares anything about you , when you are poor , and have nothing to offer-- ” “ I tell you , that is n't it ! ” she insisted . “ Please do n't think that ! You are a hero . You have sacrificed for the cause , and you are going on and become a leader . ” “ I hope so , ” said Peter , modestly . “ But then , what is it , Comrade Jennie ? Why do n't you care for me ? ” She looked up at him , and their eyes met , and with a little sob in her voice she answered , “ I 'm not well , Comrade Peter . I 'm of no use ; it would be wicked for me to marry . ” Somewhere back in the depths of Peter , where his inner self was crouching , it was as if a sudden douche of ice - cold water were let down on him . “ Marry ! ” Who had said anything about marrying ? Peter 's reaction fitted the stock - phrase of the comic papers : “ This is so sudden ! ” But Peter was too clever to reveal such dismay . He humored little Jennie , saying , “ We do n't have to marry right away . I could wait , if only I knew that you cared for me ; and some day , when you get well-- ” She shook her head sadly . “ I 'm afraid I 'll never get really well . And besides , neither of us have any money , Comrade Peter . ” Ah , there it was ! Money , always money ! This “ free love ” was nothing but a dream . “ I could get a job , ” said Peter -- just like any other tame and conventional wooer . “ But you could n't earn enough for two of us , ” protested the girl ; and suddenly she sprang up . “ Oh , Comrade Peter , let 's not fall in love with each other ! Let 's not make ourselves unhappy , let 's work for the cause ! Promise me that you will ! ” Peter promised ; but of course	“ Oh , ” he cried . “ Oh , ” he cried . “ Oh , ” he protested . “ Oh , ” he said . “ Oh , ” he said . “ Oh , ” he said . “ Oh , ” he said . “ Oh , ” he said . “ Oh , ” he said . “ Oh , ” he said . “ Oh , ” “ Oh , ” , ” he said .
"who find that the war simply redoubles the pressures on them . Some of them are really insane in the medical sense but their positions are so high that we dare not insist on their hospitalization . Instead , we have a simple prescription which most of them find no difficulty in taking . Perhaps it would help in your case . """""""" """""""" What 's that ? """""""" I asked . """""""" Oh , just go out and get drunk now and then , and find yourself a girl - friend . Blow off steam , in other words . Find an outlet for your natural impulses . If the White House had consulted me , Roosevelt might still -- Oh , well , no use crying over spilt milk . Half the mental trouble in this country is due to people trying to be something they are not , and the other half is due to people trying not to be something that they naturally are . Primitive people are rarely troubled with neuroses . """""""" """""""" But you said that everybody 's crazy , doctor , """""""" I objected . """""""" How does that fit into the picture ? """""""" """""""" Mr. Tompkins , """""""" the psychiatrist remarked , """""""" you must have noticed that the only sane people today are the alleged lunatics , who do what makes them happy . Take the man who thinks he is Napoleon . He _ is _ Napoleon and is much happier than those who try to tell him that he is n't . The real maniacs are now in control of the asylum . There 's a theory among the psychiatrists that certain forms of paranoia are contagious . Every now and then a doctor or a nurse here and at other mental clinics goes what they call crazy and has to join the patients . My theory is that it is sanity which is contagious and that the only sane people are those who have sense enough to be crazy . They are locked up at once for fear that others will go sane , too . Now , take me , I'm-- """""""" At that moment two husky young men came in and led him away . After a short interval one of them returned . """""""" I 'm sorry this happened , sir , """""""" he apologized . """""""" Dr. Murdoch is a tragic case . He was formerly employed here and every now and then he still manages to escape to one of our consultation rooms . He 's quite harmless . What was he telling you ? """""""" """""""" That the only sane people in the world were the lunatics , """""""" I said . The young man nodded . """""""" Yes , that 's his usual line . That 's what got him committed in the first place . For my money , he 's right but he ought n't to go"	""""""""" """""""" """""""" """""""" """""""" """""""" """""""" """""""" """""""" """""""" """""""" """""""" """""""" """""""" """""""" """""""" """""""" """""""" """""""" """""""" """""""" """""""" """""""" """""""" """""""" """""""" """""""" """""""" """""""" """""""""" """""""""" """""""""" """""""""" """""""" """""""""""" """""""""""" """""""""" """""""""" """""""""" """""""""""" """""""""" """""""""""""" """""""""" """""""""" """""""""""" """""""""""" """""""""""" """""""""" """""""" """""""" """""""" """""""" """""""" """""""" """""" """""""" """""""" """""" """""""" """""""" """""""" """""""" """""""" """""""" """""""" """""""" """""""" """""""" """""""" """""""" """""""" """""""" """""""" """""""""" """""""" """""""" """""""" """""""""" """""""""" """""""""" """""""" """""""""""" """""""" """""""""" """""""""" """""""""" """""""""" """""""""" """""""""""" """""""""" """""""""" """""""""""" """""""""" """""""""" """""""""" """""""""""" """""""""" """""""""" """""""""""" """""""""" """""""""""" """""""""" """""""""" """""""""" """""""""""" """""""""""" """""""""""" """""""""" """""""""""" """""""""""" """""""""
"it in a mad orgy of delight . A shadow , a string , a flicker of metal was the signal for a frolic . Let one 's mood be austere as a monk 's , with a single twist of her absurdly tiny body this small creature shattered its gravity to atoms . There was no such thing as dignity in Jezebel 's presence . Already three times Bob Morton had lifted the mite off the table and three times back she had come , leaping in the path of his gleaming plane as if its metallic whir and glimmering reflections were designed solely for her amusement . In spite of his annoyance the man had laughed and now , stooping , he caught up the tormentor and held her aloft . """""""" You minx ! """""""" he cried , shaking the sprite gently . """""""" What do you think I am here for -- to play with you ? """""""" The kitten blinked at him out of her round blue eyes . """""""" You 'll be getting your fur mittens cut off the next thing you know , """""""" went on Bob severely . """""""" Scamper out of here ! """""""" He set the little creature on the floor , aimed her toward the doorway and gave her a stimulating push . With a coquettish leap headlong into the sunshine darted Jezebel , only to come suddenly into collision with a stranger who had crossed the grass and was at that instant about to enter the workshop . The newcomer was a girl , tall and slender , with lustrous masses of dark hair that swept her cheek in wind - tossed ringlets . She had a complexion vivid with health , an undignified little nose and a mouth whose short upper lip lent to her face a half childish , half pouting expression . But it was in her eyes that one forgot all else,--eyes large , brown , and softly deep , with a quality that held the glance compellingly . Her gown of thin pink material dampened by the sea air clung to her figure in folds that accentuated her lithe youthfulness , and as she stumbled over the kitten in full flight she broke into a delicious laugh that showed two rows of pretty , white teeth and lured from hiding an alluring dimple . """""""" You ridiculous little thing ! """""""" she exclaimed , snatching up the fleeing culprit before she could make her escape and placing her in the warm curve of her neck . """""""" Do you know you almost tripped me up ? Where are your manners ? """""""" Jezebel merely stared . So did Robert Morton . The girl and the kitten were too disconcerting a spectacle . By herself Jezebel was tantalizing enough ; but in combination with the creature who stood laughing on the threshold , the sight was so bewildering that it not only overwhelmed but"	""""""""" """""""" """""""" """""""" """""""" """""""" """""""" """""""" """""""" """""""" """""""" """""""" """""""" """""""" """""""" """""""" """""""" """""""" """""""" """""""" """""""" """""""" """""""" """""""" """""""" """""""" """""""" """""""" """""" """""" """""" """""" """""" """""" """""" """""""" """""" """""" """""" """""" """""""" """""""" """""""" """""""" """""""" """""""" """""""" """""""" """""""" """""""" """""""" """""""" """""""" """""""" """""""" """""""" """""""" """""" """""" """""" """""" """""" """""" """""" """""" """""" """""" """""" """""" """""" """""" """""" """""" """""" """""" """""" """""" """""" """""" """""" """""" """""" """""" """""" """""" """""" """""" """""" """""" """""" """""" """""" """""" """""" """""" """""" """""" """""" """""""" """""""" """""""" """""""" """""""" """""""" """""""" """""""" """""""" """""""""" """""""""" """""""""" """""""""" """""""" """""""""" """""""" """""""" """""""" """""""" """""""""" """""""""" """""""" """""""" """""""""""" """""""""" """""""" """""""" """""""" """""""""" """""""""" """""""" """""""" """""""""" """""""""" """""""" """""""" """""""" """""""""" """""""""
who might have killed Warren . ” The telephone bell interrupted him . It was a long , incessant ring . I went into the hall , and in a moment there came the voice of the chief asking for Bartley . Telling him to wait , I returned to the living room and said that the chief was calling . With a half smile Bartley rose to his feet and went out into the hall . We heard the low murmur of his voice , and the conversation was rather long . When it ceased , he came slowly back and dropped into a chair . There was a rather perplexed look on his face as he turned to us . “ The chief called up to tell me he has succeeded in getting the gardener to talk . And the chief , I might add , although he promised to let the man go , has decided to hold him longer . ” “ What for ? ” we both cried . “ Well , ” came the slow reply , “ the gardener says that he was asked to go into Warren 's library and take one of those three caskets which I noticed on the stands . He was to take the one nearest the safe ; for doing this he would receive one hundred dollars . ” “ Who asked him to do that ? ” came Ranville 's eager question . Bartley shrugged his shoulders in a gesture which might express anything . “ He says your Chinese visitor was the one who made the proposal . ” Chapter XII The Chinaman Reappears We did not speak for a moment . Bartley 's statement had been so unexpected that I saw a rather questioning look pass over Ranville 's face . Though I had been surprised to discover that the man who had looked through the library window was the gardener , yet I had not thought there was anything suspicious in his action . His explanation , that he had seen the light in the building and had gone to see who was within , had sounded reasonable . The dull , stolid type of man he was seemed to make it impossible there could be any real motive in his trying to escape . A look at both Bartley and Ranville told me they had a different opinion . That the gardener had been asked by the Chinaman who had visited us to take one of the small caskets from the library was a rather startling piece of information . Perhaps it was even more — that bit of luck which Bartley said might lead to the solving of the mystery . Just as I was about to say this , Ranville spoke : “ Looks to me as though we had better run up to the library again . ” Bartley nodded , and as we rose to go out into	” Bartley shook his head . ” Bartley shook his head . ” Bartley shook his head . ” Bartley shook his head . ” Bartley shook his head .
"him . It was that stern righteousness of his , his sober , stolid virtue , which had given Cameron the place in the respect and grudging homage of the countryside that his wealth and property alone would not have won for him ; they had cloaked even his meanness with a sombre dignity and brought him the half - jesting title of the Laird of Ayrmuir . Davey led his horse into the paddock beside the church where the vehicles which had brought the hill folk to the township were standing . The horses out of the shafts , their heavy harness still on their backs , were feeding , tethered to the fence , or to the wheels of the carts and buggies . He stood beside the high , old - fashioned buggy that had brought Mary and Donald Cameron to Wirreeford . He rubbed his hand along Bessie 's long coffin - box of a nose , and told her on a drifting stream of thought that he had decided to go home , to ask his father to forgive him , and that he meant to try to get on with him again . Her attitude of attention and affection comforted him . The people began to come from the church . They stood in groups by the doorway talking to each other . One or two men came into the paddock to harness - up for the home journey . Davey put the mare into her shafts . He was fastening the traces when Mary Cameron came round the back of the buggy . A catch of her breath told that she had seen him . """""""" Davey ! """""""" she cried . He saw her face , the light of her eyes . """""""" Mother ! """""""" he sobbed . His arms went round her , and his face with the rough beard -- such a man 's face it had become since it last brushed her's -- was crushed against her cheek . """""""" I 'm coming home , """""""" he said , his voice breaking . """""""" Not now , not to - night , but in a little while . I 'll ask the old man to forgive me and see if we ca n't get along better . """""""" """""""" Davey ! Davey ! """""""" she cried softly , looking into his face , a new joy in her own . """""""" Oh , but they are sad days , these ! Have you heard what they are saying of your father ? They tell me that you have been over the ranges . """""""" """""""" Yes , """""""" Davey said . She scarcely recognised his voice . """""""" It 's because of father -- because of what they 're saying -- I'm coming home . I wo n't have them say it ... after all he 's done ... do you think I 'm going to let him"	""""""""" """""""" """""""" """""""" """""""" """""""" """""""" """""""" """""""" """""""" """""""" """""""" """""""" """""""" """""""" """""""" """""""" """""""" """""""" """""""" """""""" """""""" """""""" """""""" """""""" """""""" """""""" """""""" """""" """""" """""""" """""""" """""""" """""""" """""""" """""""" """""""" """""""" """""""" """""""" """""""""" """""""" """""""""" """""""""" """""""" """""""""" """""""""" """""""""" """""""""" """""""""" """""""" """""""" """""""" """""""" """""" """""""" """""" """""""" """""" """""""" """""" """""" """""" """""""" """""" """""" """""" """""""" """""" """""" """""""" """""" """""" """""""" """""" """""" """""""" """""""" """""""" """""""" """""""" """""""" """""""" """""""" """""""" """""""" """""""" """""""" """""""" """""""" """""""""" """""""""" """""""""" """""""""" """""""""" """""""""" """""""""" """""""""" """""""""" """""""""" """""""""" """""""""""" """""""""" """""""""" """""""""""" """""""""""" """""""""""" """""""""""" """""""""""" """""""""""" """""""""""" """""""""""" """""""""" """""""""" """""""""" """""""""" """""""""" """""""""" """""""""" """""""" """""
"Lamb was ready to see me . Lamb was a pleasant , youngish man -- with that inevitable faint Hoover chubbiness -- whose roomy office with its deep leather easy chairs spelled power in the F.B.I. I was amused to note that he followed Rule 1 of whistle - stop detection , by seating me in a deep chair , facing the light , while he sat at his desk on a definitely higher level and with the light behind him . """""""" Well , Mr. Tompkins , """""""" he began , """""""" we 've had disturbing reports about you from at least three different sources . Frankly , we still do n't know what to make of them and the Director thought it would be better if you came here and talked to us . """""""" """""""" Always glad to help , """""""" I assured him . """""""" If you 'll tell me what the reports are , I 'll try to explain . """""""" Lamb glanced at a file of papers on his desk . """""""" The first one is an allegation that you are n't Winfred S. Tompkins , but an imposter who has kidnapped Tompkins and taken his place . That report was anonymous and we do n't attach any particular importance to it , although if necessary we could use it to detain you for questioning under the Lindbergh Law . """""""" I stretched out my hands toward him . """""""" My fingerprints were taken last night , """""""" I said . """""""" They ought to settle that question . """""""" Lamb laughed . """""""" Unfortunately , """""""" he admitted , """""""" it takes a little time to establish identity by fingerprints . The first tentative identification suggested by yours was a man named Jonas Lee . He is a Negro currently employed in the Charleston Navy Yard . However , I think we can assume that the final identification will bear you out . They 're working on it now . """""""" There was a buzz and he picked up the desk - telephone . """""""" Oh , they do , """""""" he remarked . """""""" Good ! """""""" He turned back to me . """""""" That was the Finger - Print Division . They 're your prints , all right , so we 'll cancel the kidnapping charge . """""""" """""""" What 's the second strike on me ? """""""" """""""" That 's a report phoned in by one of your partners that you seemed to expect President Roosevelt 's death two or three days before it happened . """""""" """""""" I did , """""""" I explained . """""""" A man named Axel Roscommon came to my office , said that he was the chief Nazi agent in the United States , and told me that Roosevelt had been poisoned at Yalta . I had already reported Roscommon to the Bureau and was told to let him alone . Roscommon said that only"	""""""""" """""""" """""""" """""""" """""""" """""""" """""""" """""""" """""""" """""""" """""""" """""""" """""""" """""""" """""""" """""""" """""""" """""""" """""""" """""""" """""""" """""""" """""""" """""""" """""""" """""""" """""""" """""""" """""""""" """""""""" """""""""" """""""""""" """""""""""" """""""""""" """""""""" """""""""""" """""""""""" """""""""" """""""""""" """""""""""" """""""""""" """""""""""" """""""""""" """""""""""" """""""""""" """""""""""" """""""""""" """""""" """""""" """""" """""""" """""""" """""""" """""""" """""""" """""""" """""""" """""""" """""""" """""""" """""""" """""""" """""""" """""""" """""""" """""" """""""""" """""""" """""""" """""""" """""""""" """""""""" """""""" """""""" """""""" """""""""" """""""""""" """""""""" """""""" """""""" """""""""" """""""""" """""""""" """""""""" """""""""" """""""""" """""""""""" """""""""" """""""""" """""""""""" """""""""" """""""""" """""""""""" """""""""""" """""""""""" """""""""""" """""""""""""" """""""""" """""""""" """""""""" """""""""" """""""""" """""""""" """""""""" """""""""" """""""""" """""""""""" """""""""""" """""""
science . Naturally enough the question was raised , if his manuscripts were in such shape that the discoveries he had hinted he made in China could be given the world . As I read the various articles , I saw that this one question was of the greatest interest to the public . Warren had said that he could prove for all time the question of man 's origin . But what his proofs were no one knew . As he was a real scientist he refused to say anything more until he had whipped his notes into shape for publication and could give the complete data to the world . And the three papers which I read all asked the same question . Were these notes in such condition that they could be worked up by some other man of science ? I was interrupted by the cook saying that dinner was ready , and I went into the dining room for my meal . Dinner over , I went out of the house , and for a time strolled around the grounds . They covered about an acre , and after a while I went through the opening in the hedge and into the quiet street . The road took a bend by Carter 's house , and around it I saw the dark gray tower of a little church . I walked far enough to be able to have a view of it , deciding that it must be the church of which his next - door neighbor ( the minister who had called the night before ) had charge . From where I stood it seemed a very pretty sort of a building , with a stone tower directly between the church and the rectory . It was not very large , nor was the tower very high . It stood back from the road , with a vivid green lawn running to the dark granite walls — a lawn with several round flower beds , a mass of color against the green . The setting of the little church was beautiful , as if some corner of England had been lifted and placed in the little New York village . I had thought I might take a little stroll , but feeling lazy I returned to the veranda , where , for a while , I busied myself with a popular magazine . I was in the midst of an inane story when I was hailed by a voice from the lawn , and the dog went barking down the steps . “ Say , mister , where is Mr. Carter ? ” It was a boy of about fourteen who hailed me — a boy with the reddest hair I have ever seen and more freckles than any boy ought to have . He stood at the bottom of the steps looking at me with a very serious expression on his face .	. . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . .
the southern roads , and the carouses held there were night - long . It was recognised as a hotbed of thieves and ruffians by the roadsters , and no man of substance or any pretensions at all , would lodge the night in any of the mud - built huts within a stone 's throw of the river . Before long , the Wirree men had fat cattle to dispose of . An open space between the huts , not far from McNab 's , was used as a sale yard . It was then that settlers who wanted good prices for their beasts had to drive them to the Wirree market . A better bargain was driven in the Wirree square than anywhere else . So Wirree Ford became Wirreeford , and thrived and prospered until it was the busiest cattle market in the south . To a certain extent , its prosperity threw an air of respectability over it . At first , cattle - owners and farmers from the hills entered the township in the morning and left it before the shadows of night fell . They did their business , and left the Wirree not much better off for their coming , venturing into the shanty for a midday meal only , and drinking sparingly , if at all , of the curious , dark spirits it vended . Then stores were opened . There were less fearsome comings and goings . Mrs. Mary Ann Hegarty set up a shanty and proceeded to business with an air of great propriety . Women and children were brought into the township for the cattle sales . Sale days became weekly holidays . They meant the donning of festive ribbands by the women and children , the climbing into high spring - carts and buggies , and driving along the winding track from the hills to the township , where groceries , dress stuffs and household furnishings could be bought , and stowed in the back of the carts for the home journey . Sale days , however , still ended in gaming and drinking brawls at the shanties , and sometimes in the dropping of a heavy , still body into the Wirree , when the tides would carry it out to sea . It was the disappearance of a young farmer from the West Hills after a night at the Black Bull that made Donald Cameron decide to take action . He , backed by other farmers and well - to - do hill settlers , made representations to the Port authorities as to the lawless character and conduct of Wirreeford township . A trooper who rode into it a few days later was pelted with stones , tarred and feathered , and sent back to Port Southern . Then a building was rim - up on the outskirts of the township -- a ramshackle house built of overlapping , smooth , pine shingles . It	Wirreeford , Wirreeford , Wirreeford , Wirreeford , Wirreeford , Wirreeford , Wirreeford , Wirreeford , Wirreeford , Wirreeford , Wirreeford , Wirreeford , Wirreeford , Wirreeford , Wirreeford , Wirreeford , Wirreeford , Wirreeford , Wirreeford - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - -
the evening 's bill on the _ Cotton Blossom _ . “ A whole evening of that ? ” she said . Years later the Masonic Temple Roof was opened for vaudeville . “ There ! ” Ravenal had triumphantly exclaimed . “ What did I tell you ! Some of those people get three and four hundred a week , and even more . ” Here the juggling Agoust family threw plates and lighted lamps and tables and chairs and ended by keeping aloft a whole dinner service and parlour suite , with lamps , soup tureens , and plush chairs passing each other affably in midair without mishap . Jessie Bartlett Davis sang , sentimentally , Tuh - rue LOVE , That 's The Simple Charm That Opens Every Woman 's Heart . At the other end of the scale were the all - night restaurants with a stage at the rear where the waiters did an occasional song and dance , or where some amateur tried to prove his talent . Between these were two or three variety shows of decent enough reputation though frequented by the sporting world of Chicago . Chief of these was Jopper 's Varieties , a basement theatre on Wabash supposed to be copied after the Criterion in London . There was a restaurant on the ground floor . A flight of marble steps led down to the underground auditorium . Here new acts were sometimes tried out . Lillian Russell , it was said , had got her first hearing at Jopper 's . For some reason , Magnolia had her mind fixed on this place . She made straight for it , probably as unbusinesslike a performer as ever presented herself for a hearing . It was now well on toward mid - afternoon . Already the early December dusk was gathering , aided by the Chicago smoke and the lake fog . Her fright at Hetty Chilson 's door was as nothing compared to the sickening fear that filled her now . She was physically and nervously exhausted . The false energy of the morning had vanished . She tried to goad herself into fresh courage by thoughts of Kim at the convent ; of Parthy 's impending visitation . As she approached the place on Wabash she resolved not to pass it , weakly . If she passed it but once she never would have the bravery to turn and go in . She and Ravenal had driven by many times on their way to the South Side races . It was in this block . It was four doors away . It was here . She wheeled stiffly , like a soldier , and went in . The restaurant was dark and deserted . One dim light showed at the far end . The tablecloths were white patches in the grayness . But a yellow path of light flowed up the stairway that led to the basement	_ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ .
speak with you . ” They jingled , clicked , saluted and went . A great man stepped from the stairs into the Plaza . Sard knew him at once ; indeed no one could fail to know him ; there being only one such man alive . He was a grand man , with beauty and power in every line and gesture . He was dressed in spotless white and girt with a green sash . He wore the great white Santa Barbara hat of white macilento straw . He stood still , surveying Sard , for half a minute ; Sard stood bareheaded surveying him . Very slowly and reverently the Dictator removed his hat , bowed to Sard and stood bareheaded before him . He said no word , but stood there bowed . Sard wished that it might end . The Dictator advanced suddenly and spoke in English with fierce interjections of Spanish . “ Por Dios , Captain Harker , ” he said , “ I have waited all these years , knowing that you would come . When I heard that you were ashore and at the Plaza I could hardly endure to wait . So , give me your hands : no : both hands : so : how are you ? ” Sard mumbled that he was well and glad to see the Dictator well . “ Yes , ” the Dictator said , “ I am better than when last we met . You remember the time we met , on board the _ Venturer _ ? ” “ Yes , Your Excellency . ” “ I , too , I do not forget . Listen , all of you ; this man is one of those who saved me in the _ Noche Triste _ . I was ruined : I was a beggar , what ? Love killed , ay de mi ; friends killed , hope killed . Myself wounded , exhausted . Those swinery had a price upon my head : two thousand English pounds . These men in the _ Venturer _ they took me in ; they defended me . Those swinery were rowing harbour - guard for me . These men in the _ Venturer _ drew me half drowned from the sea and stood between me and death . ” He paused for a moment muttering words which were customary with him when moved : some were prayers for Carlotta , the rest curses on her killers . “ Yes , ” he muttered , “ the swinery ; but they paid with their life 's blood , all but that dog , Don José , and that dog , Rafael . They wetted those stones of horror with their tears , those swinery . ” “ There was a boy in the _ Venturer _ , ” he continued , “ what you call reefer , in what you call the half	_ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ .
